id,category,source_name,capabilities,metric
bfcl_v3:live_multiple_525-151-1,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_526-151-2,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_527-151-3,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_528-151-4,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_529-151-5,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_530-151-6,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_531-151-7,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_532-151-8,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_533-151-9,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_534-151-10,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_535-151-11,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_536-151-12,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_537-151-13,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_538-152-0,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_539-152-1,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_540-152-2,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_541-152-3,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_542-152-4,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_543-152-5,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_544-152-6,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_545-152-7,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_546-152-8,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_547-152-9,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_548-152-10,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_549-152-11,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_550-152-12,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_551-153-0,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_552-153-1,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_553-153-2,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_554-154-0,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_555-154-1,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_556-154-2,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_557-154-3,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_558-154-4,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_559-154-5,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_560-155-0,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_561-155-1,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_562-155-2,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_563-155-3,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_564-155-4,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_565-155-5,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_566-155-6,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_567-155-7,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_568-155-8,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_569-155-9,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_570-155-10,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_571-155-11,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_572-155-12,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_573-155-13,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_574-156-0,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_575-156-1,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_576-156-2,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_577-156-3,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_578-156-4,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_579-157-0,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_580-157-1,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_581-157-2,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_582-157-3,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_583-157-4,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_584-157-5,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_585-157-6,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_586-157-7,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_587-157-8,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_588-157-9,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_589-157-10,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_590-157-11,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_591-157-12,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_592-157-13,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_593-157-14,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_594-158-0,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_595-158-1,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_596-158-2,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_597-158-3,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_598-158-4,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_599-158-5,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_600-158-6,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_601-158-7,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_602-158-8,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_603-158-9,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_604-158-10,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_605-158-11,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_606-158-12,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_607-159-0,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_608-159-1,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_609-159-2,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_610-159-3,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_611-159-4,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_612-159-5,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_613-159-6,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_614-159-7,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_615-159-8,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_616-159-9,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_617-159-10,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_618-159-11,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_619-159-12,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_620-160-0,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_621-160-1,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_622-160-2,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_623-160-3,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_624-160-4,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_625-160-5,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_626-160-6,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_627-160-7,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_628-160-8,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_629-160-9,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_630-160-10,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_631-160-11,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_632-161-0,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_633-161-1,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_634-161-2,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_635-161-3,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_636-161-4,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_637-161-5,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_638-161-6,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_639-161-7,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_640-161-8,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
longmemeval:08f4fc43,long_term_memory,LongMemEval cleaned,memory_recall cross_session_context,answer_exact_or_f1
longmemeval:0edc2aef,long_term_memory,LongMemEval cleaned,memory_recall cross_session_context,answer_exact_or_f1
longmemeval:1568498a,long_term_memory,LongMemEval cleaned,memory_recall cross_session_context,answer_exact_or_f1
longmemeval:19b5f2b3_abs,long_term_memory,LongMemEval cleaned,memory_recall cross_session_context,answer_exact_or_f1
longmemeval:1d4e3b97,long_term_memory,LongMemEval cleaned,memory_recall cross_session_context,answer_exact_or_f1
longmemeval:1e043500,long_term_memory,LongMemEval cleaned,memory_recall cross_session_context,answer_exact_or_f1
longmemeval:1f2b8d4f,long_term_memory,LongMemEval cleaned,memory_recall cross_session_context,answer_exact_or_f1
longmemeval:2311e44b_abs,long_term_memory,LongMemEval cleaned,memory_recall cross_session_context,answer_exact_or_f1
longmemeval:2698e78f,long_term_memory,LongMemEval cleaned,memory_recall cross_session_context,answer_exact_or_f1
longmemeval:27016adc,long_term_memory,LongMemEval cleaned,memory_recall cross_session_context,answer_exact_or_f1
longmemeval:2c63a862,long_term_memory,LongMemEval cleaned,memory_recall cross_session_context,answer_exact_or_f1
longmemeval:2e6d26dc,long_term_memory,LongMemEval cleaned,memory_recall cross_session_context,answer_exact_or_f1
longmemeval:2ebe6c90,long_term_memory,LongMemEval cleaned,memory_recall cross_session_context,answer_exact_or_f1
longmemeval:311778f1,long_term_memory,LongMemEval cleaned,memory_recall cross_session_context,answer_exact_or_f1
longmemeval:352ab8bd,long_term_memory,LongMemEval cleaned,memory_recall cross_session_context,answer_exact_or_f1
longmemeval:36580ce8,long_term_memory,LongMemEval cleaned,memory_recall cross_session_context,answer_exact_or_f1
longmemeval:4bc144e2,long_term_memory,LongMemEval cleaned,memory_recall cross_session_context,answer_exact_or_f1
longmemeval:4fd1909e,long_term_memory,LongMemEval cleaned,memory_recall cross_session_context,answer_exact_or_f1
longmemeval:5025383b,long_term_memory,LongMemEval cleaned,memory_recall cross_session_context,answer_exact_or_f1
longmemeval:51a45a95,long_term_memory,LongMemEval cleaned,memory_recall cross_session_context,answer_exact_or_f1
longmemeval:54026fce,long_term_memory,LongMemEval cleaned,memory_recall cross_session_context,answer_exact_or_f1
longmemeval:577d4d32,long_term_memory,LongMemEval cleaned,memory_recall cross_session_context,answer_exact_or_f1
longmemeval:5a4f22c0,long_term_memory,LongMemEval cleaned,memory_recall cross_session_context,answer_exact_or_f1
longmemeval:5a7937c8,long_term_memory,LongMemEval cleaned,memory_recall cross_session_context,answer_exact_or_f1
longmemeval:5c40ec5b,long_term_memory,LongMemEval cleaned,memory_recall cross_session_context,answer_exact_or_f1
longmemeval:61f8c8f8,long_term_memory,LongMemEval cleaned,memory_recall cross_session_context,answer_exact_or_f1
longmemeval:6456829e,long_term_memory,LongMemEval cleaned,memory_recall cross_session_context,answer_exact_or_f1
longmemeval:681a1674,long_term_memory,LongMemEval cleaned,memory_recall cross_session_context,answer_exact_or_f1
longmemeval:6ae235be,long_term_memory,LongMemEval cleaned,memory_recall cross_session_context,answer_exact_or_f1
longmemeval:6d550036,long_term_memory,LongMemEval cleaned,memory_recall cross_session_context,answer_exact_or_f1
longmemeval:6e984301,long_term_memory,LongMemEval cleaned,memory_recall cross_session_context,answer_exact_or_f1
longmemeval:76d63226,long_term_memory,LongMemEval cleaned,memory_recall cross_session_context,answer_exact_or_f1
longmemeval:7a87bd0c,long_term_memory,LongMemEval cleaned,memory_recall cross_session_context,answer_exact_or_f1
longmemeval:852ce960,long_term_memory,LongMemEval cleaned,memory_recall cross_session_context,answer_exact_or_f1
longmemeval:89527b6b,long_term_memory,LongMemEval cleaned,memory_recall cross_session_context,answer_exact_or_f1
longmemeval:8c18457d,long_term_memory,LongMemEval cleaned,memory_recall cross_session_context,answer_exact_or_f1
longmemeval:8ebdbe50,long_term_memory,LongMemEval cleaned,memory_recall cross_session_context,answer_exact_or_f1
longmemeval:9aaed6a3,long_term_memory,LongMemEval cleaned,memory_recall cross_session_context,answer_exact_or_f1
longmemeval:a06e4cfe,long_term_memory,LongMemEval cleaned,memory_recall cross_session_context,answer_exact_or_f1
longmemeval:a1cc6108,long_term_memory,LongMemEval cleaned,memory_recall cross_session_context,answer_exact_or_f1
longmemeval:a3045048,long_term_memory,LongMemEval cleaned,memory_recall cross_session_context,answer_exact_or_f1
longmemeval:a82c026e,long_term_memory,LongMemEval cleaned,memory_recall cross_session_context,answer_exact_or_f1
longmemeval:af8d2e46,long_term_memory,LongMemEval cleaned,memory_recall cross_session_context,answer_exact_or_f1
longmemeval:afdc33df,long_term_memory,LongMemEval cleaned,memory_recall cross_session_context,answer_exact_or_f1
longmemeval:b0479f84,long_term_memory,LongMemEval cleaned,memory_recall cross_session_context,answer_exact_or_f1
longmemeval:b320f3f8,long_term_memory,LongMemEval cleaned,memory_recall cross_session_context,answer_exact_or_f1
longmemeval:b46e15ee,long_term_memory,LongMemEval cleaned,memory_recall cross_session_context,answer_exact_or_f1
longmemeval:ba358f49,long_term_memory,LongMemEval cleaned,memory_recall cross_session_context,answer_exact_or_f1
longmemeval:bc149d6b,long_term_memory,LongMemEval cleaned,memory_recall cross_session_context,answer_exact_or_f1
longmemeval:c19f7a0b,long_term_memory,LongMemEval cleaned,memory_recall cross_session_context,answer_exact_or_f1
longmemeval:c4ea545c,long_term_memory,LongMemEval cleaned,memory_recall cross_session_context,answer_exact_or_f1
longmemeval:cc539528,long_term_memory,LongMemEval cleaned,memory_recall cross_session_context,answer_exact_or_f1
longmemeval:d01c6aa8,long_term_memory,LongMemEval cleaned,memory_recall cross_session_context,answer_exact_or_f1
longmemeval:d905b33f,long_term_memory,LongMemEval cleaned,memory_recall cross_session_context,answer_exact_or_f1
longmemeval:e25c3b8d,long_term_memory,LongMemEval cleaned,memory_recall cross_session_context,answer_exact_or_f1
longmemeval:e3038f8c,long_term_memory,LongMemEval cleaned,memory_recall cross_session_context,answer_exact_or_f1
longmemeval:e3fc4d6e,long_term_memory,LongMemEval cleaned,memory_recall cross_session_context,answer_exact_or_f1
longmemeval:f0853d11,long_term_memory,LongMemEval cleaned,memory_recall cross_session_context,answer_exact_or_f1
longmemeval:f0e564bc,long_term_memory,LongMemEval cleaned,memory_recall cross_session_context,answer_exact_or_f1
longmemeval:f4f1d8a4,long_term_memory,LongMemEval cleaned,memory_recall cross_session_context,answer_exact_or_f1
longmemeval:faba32e5,long_term_memory,LongMemEval cleaned,memory_recall cross_session_context,answer_exact_or_f1
longmemeval:gpt4_0a05b494,long_term_memory,LongMemEval cleaned,memory_recall cross_session_context,answer_exact_or_f1
longmemeval:gpt4_194be4b3,long_term_memory,LongMemEval cleaned,memory_recall cross_session_context,answer_exact_or_f1
longmemeval:gpt4_2312f94c,long_term_memory,LongMemEval cleaned,memory_recall cross_session_context,answer_exact_or_f1
longmemeval:gpt4_31ff4165,long_term_memory,LongMemEval cleaned,memory_recall cross_session_context,answer_exact_or_f1
longmemeval:gpt4_4929293a,long_term_memory,LongMemEval cleaned,memory_recall cross_session_context,answer_exact_or_f1
longmemeval:gpt4_4cd9eba1,long_term_memory,LongMemEval cleaned,memory_recall cross_session_context,answer_exact_or_f1
longmemeval:gpt4_61e13b3c,long_term_memory,LongMemEval cleaned,memory_recall cross_session_context,answer_exact_or_f1
longmemeval:gpt4_6ed717ea,long_term_memory,LongMemEval cleaned,memory_recall cross_session_context,answer_exact_or_f1
longmemeval:gpt4_70e84552_abs,long_term_memory,LongMemEval cleaned,memory_recall cross_session_context,answer_exact_or_f1
longmemeval:gpt4_7a0daae1,long_term_memory,LongMemEval cleaned,memory_recall cross_session_context,answer_exact_or_f1
longmemeval:gpt4_7bc6cf22,long_term_memory,LongMemEval cleaned,memory_recall cross_session_context,answer_exact_or_f1
longmemeval:gpt4_7ddcf75f,long_term_memory,LongMemEval cleaned,memory_recall cross_session_context,answer_exact_or_f1
longmemeval:gpt4_7de946e7,long_term_memory,LongMemEval cleaned,memory_recall cross_session_context,answer_exact_or_f1
longmemeval:gpt4_8279ba03,long_term_memory,LongMemEval cleaned,memory_recall cross_session_context,answer_exact_or_f1
longmemeval:gpt4_a56e767c,long_term_memory,LongMemEval cleaned,memory_recall cross_session_context,answer_exact_or_f1
longmemeval:gpt4_b0863698,long_term_memory,LongMemEval cleaned,memory_recall cross_session_context,answer_exact_or_f1
longmemeval:gpt4_b4a80587,long_term_memory,LongMemEval cleaned,memory_recall cross_session_context,answer_exact_or_f1
longmemeval:gpt4_b5700ca9,long_term_memory,LongMemEval cleaned,memory_recall cross_session_context,answer_exact_or_f1
longmemeval:gpt4_f420262d,long_term_memory,LongMemEval cleaned,memory_recall cross_session_context,answer_exact_or_f1
swebench_verified:django__django-14373,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-14376,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-14404,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-14434,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-14493,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-14500,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-14534,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-14539,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-14559,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-14580,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-14608,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-14631,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-14672,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-14725,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-14752,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-14765,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-14771,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-14787,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-14792,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-14855,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-14915,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-14999,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-15022,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-15037,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-15098,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-15103,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
